X,Y,OBJECTID,Country_IS,ID,Original_D,ID_in_orig,Deposit_na,Mining_com,Province_D,Status,Longitude_,Latitude_Y,Comment,Author,Deposit_ty,Morphology,Morpholo_1,Mineralisa,Mineralogy,Mineralo_1,Hydrotherm,Hydrothe_1,Age_strati,Host_rock_,Host_rock1,Host_roc_1,Exploitati,Exploita_1,Commodity_,Commodity1,Commodit_1,Commodit_2,Commodit_3,Commodit_4,Commodit_5,Commodit_6,Commodit_7
32.916218,3.060409,61,UGA,UGA-00098,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",1130,UGA - R1130,,E-7 0,Deposit or prospect of unknown status,32.916218,3.060409,"E ;Yarmolyuk, 1980; 32,916218 /3,060409 ;H10 /D30. ,  :Au, , , , , , , .",Bosc R.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,,,Unspecified alluvium,,Mining method unkown,,Gold,,,,,,,,
33.417234,0.504131,70,UGA,UGA-00110,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",1165,UGA - R1165,,E-7 0,Deposit or prospect of unknown status,33.417234,0.504131,"E ;Yarmolyuk, 1980; 33,417234 /0,504131 ;H10 /D30. ,  :Au, , , , , , , .",Bosc R.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,,,Unspecified alluvium,,Mining method unkown,,Gold,,,,,,,,
33.530295,0.332166,71,UGA,UGA-00111,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",1166,UGA - R1166,,E-7 0,Deposit or prospect of unknown status,33.530295,0.332166,"E ;Yarmolyuk, 1980; 33,530295 /0,332166 ;H10 /D30. ,  :Au, , , , , , , .",Bosc R.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,,,Unspecified alluvium,,Mining method unkown,,Gold,,,,,,,,
31.952782,0.428849,76,UGA,UGA-00118,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",1921,Wamela,,E-6 25,Deposit of unknown status,31.952782,0.428849,"Taille D, < 100000t Li2O ; Yarmolyuk, 1980; 31,952782 /0,428849. Li, Ta, Nb, Be",Bosc R.,"Zoned granitic pegmatites: Sn,  Nb-Ta, Be-Li, U, mica, kaolin, (Rb, Cs, Sc)",Discordant envelope of disseminated ore,,,Lepidolite,Spodumene,,,Orosirian,,Pegmatite,,Mining method unkown,,Columbite-Tantalite,Tantalum (Ta2O5),Niobium - columbium (Nb2O5),Beryllium (BeO),,,,,
29.778142,-1.324448,77,UGA,UGA-00119,"Blanchot, 1978 (Carte, indices)",Etain - 00011,Bahati (UGA),,Southwestern Uganda,Deposit of unknown status,29.778142,-1.324448,"< 500 t ;CCGM - Council, 1999, 1941. 29,7667 / -1,3 ;C43 ;B40 . W, Be, Sn; Orient :; Pend :pendage interm., 30-70�.

Blanchot, 1978 (Carte, indices)	Etain - 00011 ; 29,77698 / -1,234993

Sheet S.A. 36-5 Kabale 1/250 000, 1961	SnW38 ; 29,778142 / -1,32",Mroz J.P.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)","Discordant lode or vein (thickness > 50 cm), in clusters or isolated",,,Cassiterite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Wolfram (Tungsten),Beryllium (BeO),Tin (metal),,,,,,
30.6667,-0.9167,80,UGA,UGA-00132,"CCGM - Council, 1999",1932,Naniankoko,,,Deposit of unknown status,30.6667,-0.9167,"N/A ;CCGM - Council, 1999, 1932. 30,6667 / -0,9167 ;C43 ;B40 . Sn, , ; Orient :310; Pend :.",Mroz J.P.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)","Discordant lode or vein (thickness > 50 cm), in clusters or isolated",,,Cassiterite,,,,,,,,Mining method unkown,,Tin (Cassiterite),,,,,,,,
29.799594,-1.158955,81,UGA,UGA-00134,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",1940,Rushunga,,,Deposit of unknown status,29.799594,-1.158955,"500 - 10000 t ; CCGM - Council, 1999, 1938. 29,7833 / -1,15. W; Orient : 343

Nyamulilo ; 
Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000; E-6 43 b
Taille D, < 10000 t WO3 ; Yarmolyuk, 1980; 29,788168 /-0,923719. W

Yarmoluk V.A., 1980, Min. R. Af",Mroz J.P.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)","Discordant lode or vein (thickness > 50 cm), in clusters or isolated",Discordant envelope of disseminated ore,Neoproterozoic,Scheelite,Wolframite,Greisenization,,Tonian,,Schist,Micaschiste (s.l.),Mining method unkown,,Wolfram (Tungsten),,,,,,,,
30.607953,-1.012914,82,UGA,UGA-00135,"Blanchot, 1978 (Carte, indices)",Etain - 00006,Kikagati area 1,,,Deposit of unknown status,30.607953,-1.012914,"N/A ;CCGM - Council, 1999, 1935. 30,6 / -1 ;C43 ;B40 . Sn, Mica, ; Orient :; Pend :.

Blanchot, 1978 (Carte, indices)	Etain - 00006 ; 30,579748 / -1,004159

Kikagati area 1
Sheet S.A. 36-5 Kabale 1/250 000, 1961	Sn74 ; 30,607953 / -1,012914",Mroz J.P.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)","Discordant lode or vein (thickness > 50 cm), in clusters or isolated",,,Mica,Cassiterite,,,Mesoproterozoic,,Schist,"Quartzite, quartz sandstone",Mining method unkown,,Tin (Cassiterite),"Mica, sheet (substance)",,,,,,,
0,0,86,UGA,UGA-00139,,,"Kigezi district (UGA, Be, Nb-Ta)",,,PROVINCE- DISTRICT,0,0,"Pegmatite zon�e � b�ryl et columbo-tantalite; environ 150 pegmatites connues dans ce district et celui d'Ankole; 2 � 16 t de columbo-tantalite dans les ann�es 1970 (27 t en 1937); Reedman, 1963 ; Byamugisha, 1988.",Deschamps Y.,"Zoned granitic pegmatites: Sn,  Nb-Ta, Be-Li, U, mica, kaolin, (Rb, Cs, Sc)","Atypical, unspecified or ill-defined form",,,Cassiterite,Columbo-tantalite,,,,,Pegmatite,,Mining method unkown,,Columbite-Tantalite,Niobium - columbium (Nb2O5),Beryllium (BeO),Lithium (Li2O),,,,,
0,0,88,UGA,UGA-00141,,,Rugomera property,Uganda Gold Mining,,Prospect,0,0,"d�but exploration UGM annonc�e (MJ 7/01/2000 et Mai 2000) sur propri�t�s de Rugomero et Nyagasupo, travaill�es � l'origine pour Sn et b�ryl.",Deschamps Y.,"Zoned granitic pegmatites: Sn,  Nb-Ta, Be-Li, U, mica, kaolin, (Rb, Cs, Sc)","Atypical, unspecified or ill-defined form",,,Cassiterite,Beryl,,,,,Pegmatite,,Mining method unkown,,Tin (Cassiterite),Beryllium (BeO),,,,,,,
0,0,89,UGA,UGA-00142,,,Nyagasupo property,Uganda Gold Mining,,Prospect,0,0,"d�but exploration UGM annonc�e (MJ 7/01/2000 et Mai 2000) sur propri�t�s de Rugomero et Nyagasupo, travaill�es � l'origine pour Sn et b�ryl.",Deschamps Y.,"Zoned granitic pegmatites: Sn,  Nb-Ta, Be-Li, U, mica, kaolin, (Rb, Cs, Sc)","Atypical, unspecified or ill-defined form",,,Columbo-tantalite,Beryl,,,,,Pegmatite,,Mining method unkown,,Tin (Cassiterite),Beryllium (BeO),,,,,,,
34.2914,0.8225,90,UGA,UGA-00143,,,Butiru,,,Deposit or prospect of unknown status,34.2914,0.8225,"Cit� par CH, carbonatite, Nb-(Ta)

X/Y Worldwide Cities Web",Deschamps Y.,"Carbonatite-hosted ore deposits: REE, Nb,Ti, Zr, U, Th, (P, F, Cu, Ba, Sr, etc.)","Atypical, unspecified or ill-defined form",,,Pyrochlore,,,,,,Carbonatite,,Unworked,,Iron Ore,Tantalum (Ta2O5),,,,,,,
29.758885,-1.175542,91,UGA,UGA-00144,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Fe44,Butare (UGA),,Southwestern Uganda,Dormant deposit,29.758885,-1.175542,"Uganda, Suppl. to Min. J., 1996, vol. 326, n� 8373 : Middle Proterozoic Kibaran rocks, formerly mined for hematite

= Kigasi, ASGA, 1970 ??
Ressources : 30Mt; h�matite

Sheet S.A. 36-5 Kabale 1/250 000, 1961; 29,758885 / -1,175542",Deschamps Y.,"Banded iron formations (BIF ""Superior Fe""): Fe","Concordant to subconcordant mass, lens or pod of massive to submassive ore",,Ectasian,Hematite,Magnetite,,,Ectasian,Karagwe - Ankolean Ssytem,Sandstone,Siltstone,Unworked,,Iron  Ore,,,,,,,,
34.24701,3.339947,117,UGA,UGA-00170,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Cu1,Kaabong Cu1,,"Karamoja region, NE Uganda",Deposit or prospect of unknown status,34.24701,3.339947,"Uganda, Suppl. to Min. J., 1996, vol. 326, n� 8373 : copper occurrences, Karamoja region, Karasu Group

Uganda, suppl. to Min. J., 12/04/1996, 326, 8373	Cu1 ; 34,24701 / 3,339947",Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,Karasu Group,,,Mining method unkown,,Copper,,,,,,,,
31.25,0.5,120,UGA,UGA-00174,,,Mubende,,West-central Uganda,Deposit or prospect of unknown status,31.25,0.5,"Uganda, Suppl. to Min. J., 1996, vol. 326, n� 8373 : approx 0,5�N, 31,3 E; historical mining of gold

X/Y approx d'apr�s carte synth�tique",Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Gold,,,,,,,,
31.2324094986511,3.73568016293699,121,UGA,UGA-00176,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Au1,UGA - Au1,,Northwestern Uganda,Deposit or prospect of unknown status,31.16136,3.676472,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Gold,,,,,,,,Mining method unkown,,Gold,,,,,,,,
31.857122,3.60298,122,UGA,UGA-00177,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Au2,UGA - Au2,,Northwestern Uganda,Deposit or prospect of unknown status,31.857122,3.60298,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Gold,,,,,,,,
31.3079931785756,3.04764592478984,123,UGA,UGA-00178,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Au3,UGA - Au3,,Northwestern Uganda,Deposit or prospect of unknown status,31.249147,3.103508,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Gold,,,,,,,,Mining method unkown,,Gold,,,,,,,,
31.021889,2.918969,124,UGA,UGA-00179,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Au4,UGA - Au4,,Northwestern Uganda,Deposit or prospect of unknown status,31.021889,2.918969,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Gold,,,,,,,,Mining method unkown,,Gold,,,,,,,,
32.745701,3.287046,125,UGA,UGA-00180,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Au5,UGA - Au5,,Northern Uganda,Deposit or prospect of unknown status,32.745701,3.287046,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000	1129
E ;Yarmolyuk, 1980; 32,65975 /3,078941 ;H10 /D30. ,  :Au, , , , , , , .",Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,,,Unspecified alluvium,,Mining method unkown,,Gold,,,,,,,,
34.226491,3.545033,126,UGA,UGA-00182,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Au7,Kaabong Au7,,Northeastern Uganda,Deposit or prospect of unknown status,34.226491,3.545033,"Uganda, Suppl. to Min. J., 1996, vol. 326, n� 8373 : Branch Energy Ltd exploring for gold, several gold prospects between Kaabong town and the Kenyan border",Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Gold,,,,,,,,
34.338359,3.578176,127,UGA,UGA-00183,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Au8,Kaabong Au8,,Northeastern Uganda,Deposit or prospect of unknown status,34.338359,3.578176,"Uganda, Suppl. to Min. J., 1996, vol. 326, n� 8373 : Branch Energy Ltd exploring for gold, several gold prospects between Kaabong town and the Kenyan border",Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Gold,,,,,,,,
34.169923,3.460113,128,UGA,UGA-00184,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Au9,Kaabong Au9,,Northeastern Uganda,Deposit or prospect of unknown status,34.169923,3.460113,"Uganda, Suppl. to Min. J., 1996, vol. 326, n� 8373 : Branch Energy Ltd exploring for gold, several gold prospects between Kaabong town and the Kenyan border",Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Gold,,,,,,,,
34.303948,3.476069,129,UGA,UGA-00185,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Au10,Kaabong Au10,,Northeastern Uganda,Deposit or prospect of unknown status,34.303948,3.476069,"Uganda, Suppl. to Min. J., 1996, vol. 326, n� 8373 : Branch Energy Ltd exploring for gold, several gold prospects between Kaabong town and the Kenyan border",Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Gold,,,,,,,,
33.780093,2.784135,130,UGA,UGA-00186,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Au11,UGA - Au11,,Northeastern Uganda,Deposit or prospect of unknown status,33.780093,2.784135,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Gold,,,,,,,,
33.896351,2.509936,131,UGA,UGA-00187,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Au12,UGA - Au12,,Northeastern Uganda,Deposit or prospect of unknown status,33.896351,2.509936,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Gold,,,,,,,,
34.659868,2.564528,132,UGA,UGA-00188,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Au13,UGA - Au13,,Northeastern Uganda,Deposit or prospect of unknown status,34.659868,2.564528,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Gold,,,,,,,,
34.808693,1.537316,133,UGA,UGA-00189,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Au14,UGA - Au14,,Eastern Uganda,Deposit or prospect of unknown status,34.808693,1.537316,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Gold,,,,,,,,
34.2228384611332,0.96958497435044,134,UGA,UGA-00190,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Au15,NE Mbale (Au15),,Eastern Uganda,Deposit or prospect of unknown status,34.287269,1.177497,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Gold,,,,,,,,
34.0494931940115,0.565598458201929,135,UGA,UGA-00191,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Au16,UGA - Au16,,Eastern Uganda,Deposit or prospect of unknown status,34.123883,0.561643,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Gold,,,,,,,,
34.040617,0.521053,136,UGA,UGA-00192,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Au17,UGA - Au17,,Eastern Uganda,Deposit or prospect of unknown status,34.040617,0.521053,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Gold,,,,,,,,
33.797418,0.267876,137,UGA,UGA-00194,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Au19,UGA - Au19,,Eastern Uganda,Deposit or prospect of unknown status,33.797418,0.267876,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Gold,,,,,,,,
30.941797,2.415358,138,UGA,UGA-00196,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Au21,UGA - Au21,,Northwestern Uganda,Deposit or prospect of unknown status,30.941797,2.415358,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Gold,,,,,,,,Mining method unkown,,Gold,,,,,,,,
31.078565,0.066023,139,UGA,UGA-00198,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Fe2,UGA - Fe2,,Western Uganda (Fort Portal),Deposit or prospect of unknown status,31.078565,0.066023,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Iron  Ore,,,,,,,,
34.471937,2.820948,140,UGA,UGA-00202,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Cu3,Bobong Cu3,,Northeastern Uganda,Deposit or prospect of unknown status,34.471937,2.820948,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Copper,,,,,,,,
31.847797,0.576332,141,UGA,UGA-00204,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",W2,UGA - W2,,South-central Uganda,Deposit or prospect of unknown status,31.847797,0.576332,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Wolfram (Tungsten),,,,,,,,
29.736853,-1.002978,146,UGA,UGA-00210,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Bi1,UGA - Kabale Bi 1,,Southwestern Uganda,Deposit or prospect of unknown status,29.736853,-1.002978,,Deschamps Y.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)","Atypical, unspecified or ill-defined form",,Mesoproterozoic,,,,,,,Granite (s.l.),,Mining method unkown,,Bismuth,,,,,,,,
29.720988,-1.006236,147,UGA,UGA-00211,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Bi2,UGA - Kabale Bi 2,,Southwestern Uganda,Deposit or prospect of unknown status,29.720988,-1.006236,,Deschamps Y.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)","Atypical, unspecified or ill-defined form",,Mesoproterozoic,,,,,Mesoproterozoic,,Micaschiste (s.l.),Schist,Mining method unkown,,Bismuth,,,,,,,,
29.714494,-1.020928,148,UGA,UGA-00212,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",WSnBi3,UGA - Kabale WSnBi 3,,Southwestern Uganda,Deposit or prospect of unknown status,29.714494,-1.020928,,Deschamps Y.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)","Atypical, unspecified or ill-defined form",,Mesoproterozoic,Cassiterite,,,,Mesoproterozoic,,Micaschiste (s.l.),Schist,Mining method unkown,,Wolfram (Tungsten),Tin (metal),Bismuth (metal),,,,,,
29.730447,-1.047244,149,UGA,UGA-00213,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Au4,Luyagale,,Southwestern Uganda,Deposit or prospect of unknown status,29.730447,-1.047244,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,Micaschiste (s.l.),Schist,Mining method unkown,,Gold,,,,,,,,
29.768375,-1.032884,150,UGA,UGA-00214,"CCGM - Council, 1999",1937,Luhizha,,Southwestern Uganda,Deposit of unknown status,29.768375,-1.032884,"500 - 10000 t ; CCGM - Council, 1999, 1937. 29,7667 / -1,0333. W",Deschamps Y.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)",Discordant envelope of disseminated ore,,Neoproterozoic,Wolframite,Scheelite,Greisenization,,Tonian,,Micaschiste (s.l.),Schist,Mining method unkown,,Wolfram (Tungsten),,,,,,,,
29.78311,-1.068542,151,UGA,UGA-00215,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",W6,Ngaigulu,,Southwestern Uganda,Deposit or prospect of unknown status,29.78311,-1.068542,,Deschamps Y.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)","Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Wolfram (Tungsten),,,,,,,,
29.776422,-1.117162,152,UGA,UGA-00216,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Au7,Ndego (Au),,Southwestern Uganda,Deposit or prospect of unknown status,29.776422,-1.117162,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,Micaschiste (s.l.),Schist,Mining method unkown,,Gold,,,,,,,,
29.769613,-1.128433,153,UGA,UGA-00217,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",W8,Ndego (W),,Southwestern Uganda,Deposit of unknown status,29.769613,-1.128433,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,,,,,Mesoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Wolfram (Tungsten),,,,,,,,
29.757529,-1.144115,154,UGA,UGA-00218,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Au9,UGA  - Kabale Au 9,,Southwestern Uganda,Deposit or prospect of unknown status,29.757529,-1.144115,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Gold,,,,,,,,
29.752478,-1.122996,155,UGA,UGA-00219,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Au10,UGA - Kabale Au 10,,Southwestern Uganda,Deposit or prospect of unknown status,29.752478,-1.122996,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,,,,,Mesoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
29.729748,-1.120724,156,UGA,UGA-00220,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Au11,Nizumwa,,Southwestern Uganda,Deposit or prospect of unknown status,29.729748,-1.120724,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,Micaschiste (s.l.),Mining method unkown,,Gold,,,,,,,,
29.717595,-1.116482,157,UGA,UGA-00221,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Au12,Bugambra 1,,Southwestern Uganda,Deposit or prospect of unknown status,29.717595,-1.116482,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Gold,,,,,,,,
29.703518,-1.095756,158,UGA,UGA-00222,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",WAu13,Rusho,,Southwestern Uganda,Deposit of unknown status,29.703518,-1.095756,,Deschamps Y.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)","Atypical, unspecified or ill-defined form",Present-day or recent placers,,,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Wolfram (Tungsten),Gold (metal),,,,,,,
29.697663,-1.113871,159,UGA,UGA-00223,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Au14,Bugambra 2,,Southwestern Uganda,Deposit or prospect of unknown status,29.697663,-1.113871,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
29.68675,-1.108682,160,UGA,UGA-00224,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Au15,Bugambra 3,,Southwestern Uganda,Deposit or prospect of unknown status,29.68675,-1.108682,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,Micaschiste (s.l.),Mining method unkown,,Gold,,,,,,,,
29.673395,-1.118463,161,UGA,UGA-00225,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Au16,Bugambra 4,,Southwestern Uganda,Deposit or prospect of unknown status,29.673395,-1.118463,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
29.680594,-1.129915,162,UGA,UGA-00226,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Au17,Bugambra 5,,Southwestern Uganda,Deposit or prospect of unknown status,29.680594,-1.129915,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,Schist,,,Gold,,,,,,,,
29.664104,-1.1335,163,UGA,UGA-00227,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",SnAu18,Murungu River 1,,Southwestern Uganda,Deposit or prospect of unknown status,29.664104,-1.1335,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,Cassiterite,,,Mesoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Tin (Cassiterite),Gold (metal),,,,,,,
29.627362,-1.133543,164,UGA,UGA-00228,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn19,Murungu River 2,,Southwestern Uganda,Deposit or prospect of unknown status,29.627362,-1.133543,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Tin (Cassiterite),,,,,,,,
29.589356,-1.130171,165,UGA,UGA-00229,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn20,Nyalutembe 1,,Southwestern Uganda,Deposit or prospect of unknown status,29.589356,-1.130171,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Tin (Cassiterite),,,,,,,,
29.606565,-1.153679,166,UGA,UGA-00230,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn21,Nyalutembe 2,,Southwestern Uganda,Deposit or prospect of unknown status,29.606565,-1.153679,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Cassiterite,,,,Mesoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Tin (Cassiterite),,,,,,,,
