X,Y,OBJECTID,Country_IS,ID,Original_D,ID_in_orig,Deposit_na,Mining_com,Province_D,Status,Longitude_,Latitude_Y,Comment,Author,Deposit_ty,Morphology,Morpholo_1,Mineralisa,Mineralogy,Mineralo_1,Hydrotherm,Hydrothe_1,Age_strati,Host_rock_,Host_rock1,Host_roc_1,Exploitati,Exploita_1,Commodity_,Commodity1,Commodit_1,Commodit_2,Commodit_3,Commodit_4,Commodit_5,Commodit_6,Commodit_7
29.674372,-0.945555,329,UGA,UGA-00403,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Ta24,Ntungamo area 24,,,Deposit or prospect of unknown status,29.674372,-0.945555,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Columbo-tantalite,,,,Mesoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Columbite-Tantalite,,,,,,,,
29.741484,-0.949161,330,UGA,UGA-00404,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",W30,Kabuga N.,,,Deposit or prospect of unknown status,29.741484,-0.949161,,Deschamps Y.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)","Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,Schist,,Mining method unkown,,Wolfram (Tungsten),,,,,,,,
30.279071,0.443606,344,UGA,UGA-00418,"Sheet N.A. 36-13 Fort Portal 1/250 000, 1970",Au14,Kasenda,,,Deposit or prospect of unknown status,30.279071,0.443606,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Paleoproterozoic,,Unspecified alluvium,Gneiss,Mining method unkown,,Gold,,,,,,,,
30.121793,0.506065,345,UGA,UGA-00419,"Sheet N.A. 36-13 Fort Portal 1/250 000, 1970",Au15,Kisomoro,,,Deposit or prospect of unknown status,30.121793,0.506065,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Paleoproterozoic,,Gneiss,,Mining method unkown,,Gold,,,,,,,,
29.88413,0.390499,349,UGA,UGA-00423,"Sheet N.A. 36-13 Fort Portal 1/250 000, 1970",Cu19,Margherite,,,Deposit or prospect of unknown status,29.88413,0.390499,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Paleoproterozoic,,Gneiss,,Mining method unkown,,Copper,,,,,,,,
29.921474,0.370743,350,UGA,UGA-00424,"Sheet N.A. 36-13 Fort Portal 1/250 000, 1970",Pb20,UGA - Fort Portal Cu 20,,,Deposit or prospect of unknown status,29.921474,0.370743,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Paleoproterozoic,,Amphibolite,Gneiss,Mining method unkown,,Lead,,,,,,,,
29.896021,0.353104,351,UGA,UGA-00425,"Sheet N.A. 36-13 Fort Portal 1/250 000, 1970",Cu21,UGA - Fort Portal Cu 21,,,Deposit or prospect of unknown status,29.896021,0.353104,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Paleoproterozoic,,Gneiss,Amphibolite,Mining method unkown,,Copper,,,,,,,,
29.878141,0.319589,352,UGA,UGA-00426,"Sheet N.A. 36-13 Fort Portal 1/250 000, 1970",Be22,Okusoma,,,Deposit or prospect of unknown status,29.878141,0.319589,,Deschamps Y.,"Pegmatites: Sn, Nb-Ta, Li-Be, gemstones, cryolite, mica, etc.",Discordant envelope of disseminated ore,,,,,,,,,Gneiss,Granite-gneiss,Mining method unkown,,Beryl,,,,,,,,
30.328082,0.189878,357,UGA,UGA-00432,"Sheet N.A. 36-13 Fort Portal 1/250 000, 1970",Cu28,Dura (Cu),,,Deposit or prospect of unknown status,30.328082,0.189878,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Paleoproterozoic,,Gneiss,Amphibolite,Mining method unkown,,Copper,,,,,,,,
30.319655,0.094028,359,UGA,UGA-00434,"Sheet N.A. 36-13 Fort Portal 1/250 000, 1970",Cu30,UGA - Fort Portal Cu 30,,,Deposit or prospect of unknown status,30.319655,0.094028,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Paleoproterozoic,,Gneiss,Amphibolite,Mining method unkown,,Copper,,,,,,,,
30.501451,0.657724,364,UGA,UGA-00439,"Sheet N.A. 36-13 Fort Portal 1/250 000, 1970",Au35,Mahangwe,,,Deposit or prospect of unknown status,30.501451,0.657724,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,"Quartzite, quartz sandstone",,Mining method unkown,,Gold,,,,,,,,
30.394816,0.328228,367,UGA,UGA-00442,"Sheet N.A. 36-13 Fort Portal 1/250 000, 1970",Au38,Ngesa,,,Deposit or prospect of unknown status,30.394816,0.328228,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,"Quartzite, quartz sandstone",,Mining method unkown,,Gold,,,,,,,,
30.419404,0.108633,369,UGA,UGA-00444,"Sheet N.A. 36-13 Fort Portal 1/250 000, 1970",Au40,Rwengo,,,Deposit or prospect of unknown status,30.419404,0.108633,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,,,,,Paleoproterozoic,,Unspecified alluvium,Gneiss,Mining method unkown,,Gold,,,,,,,,
0,0,370,UGA,UGA-00445,,,Wampiro Hill,,"Busiro Co., Buganda Prov.",Deposit or prospect of unknown status,0,0,"bismutomicrolite, waylandite",Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Columbite-Tantalite,,,,,,,,
32.23057,0.456381,371,UGA,UGA-00446,,,Nampeyo-Busologanyi Estate,,Mubende,Deposit or prospect of unknown status,32.23057,0.456381,"bismutotantalite.By year 2003, Technical Support and Services LTD was holding EPL 4536 and LOC.4494 licence for columbite-tantulite prospecting.The company report indicated that the ratio of tantalite to columbite was 6:1 and that an estimate of about 50",Lugaizi.Isa,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Precambrian,Buganda - Toro System,Schist,,Mining method unkown,,Columbite-Tantalite,Niobium - columbium (Nb2O5),Bismuth(Bi2O3),,,,,,
30.320397,0.90485,372,UGA,,,,Bijabi,,Ntungamo,Deposit or prospect of unknown status,30.320397,0.90485,,Lugaizi.Isa,"Pegmatites:Sn, Nb-Ta, Li-Be, gemstones, cryolite, mica, etc.","Atypical, unspecified or ill-defined form",,,,,,,,Karagwe-Ankolean System,,,,,,,,,,,,,
30.323305,0.928122,373,UGA,,,,Bitaka,,Ntungamo,To note( 5-437.5 g/ton)-How to grade).P 3-4,30.323305,0.928122,,Lugaizi.Isa,,,,,,,,,,,,,,,,,,,,,,,
30.750353,0.946,374,UGA,,,,Chivare,,Ntungamo,Deposit or prospect of unknown status,30.750353,0.946,,Lugaizi.Isa,,,,,,,,,,,,,,,,,,,,,,,
30.0162,0.690128,375,UGA,,,,llangalla-Kigiro,,Bushenyi,To note-How to grade).P.13,30.0162,0.690128,,Lugaizi.Isa,,,,,,,,,,,,,,,,,,,,,,,
30.3039,0.21597,376,UGA,,,,Jemubi,,Mbarara,Deposit or prospect of unknown status,30.3039,0.21597,,Lugaizi.Isa,,,,,,,,,,,,,,,,,,,,,,,
30.025911,0.689886,377,UGA,,,,Kabira,,Bushenyi,To note-How to grade.P.19,30.025911,0.689886,,Lugaizi.Isa,,,,,,,,,,,,,,,,,,,,,,,
34.187767,2.816596,378,,UGA-00157,,,Toror,,,Mineral occurrence,34.187767,2.816596,,,"Carbonatite-hosted ore deposits: REE, Nb,Ti, Zr, U, Th, (P, F, Cu, Ba, Sr, etc.)",Discordant envelope of disseminated ore,,Langhian,Apatite,Pyrochlore,,,,,,,,,,,,,,,,,
34.4666666667,2.25,379,,UGA-00162,,,Kuritkhai,,,Mineral occurrence,34.4666666667,2.25,,,"Ore deposits related to alkaline to peralkaline intrusive complexes: Nb-Ta, REE, Zr, Y, Ce, U, Au, Cu, F","Atypical, unspecified or ill-defined form",,,Magnetite,Nephelite,,,,,,,,,,,,,,,,,
34.45,1.75,380,,UGA-00163,,,Lolekek,,,Mineral occurrence,34.45,1.75,,,"Carbonatite-hosted ore deposits: REE, Nb,Ti, Zr, U, Th, (P, F, Cu, Ba, Sr, etc.)","Atypical, unspecified or ill-defined form",,,Apatite,Pyrochlore,,,,,,,,,Iron Ore,,,,,,,,
32.0120027309106,0.645461147523662,381,UGA,UGA-00204,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",W2,Wabinyinja,,South-central Uganda,Deposit or prospect of unknown status,32,0.655,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Wolfram (Tungsten),,,,,,,,
32.0795843613752,0.598074371439555,382,UGA,UGA-00204,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",W2,Kyerima,,South-central Uganda,Deposit or prospect of unknown status,32.0769,0.6014,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Wolfram (Tungsten),,,,,,,,
32.8915613342151,3.23030139618666,383,UGA,UGA-00064,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",2059,kitgum,,E-7 1,Deposit of unknown status,34.273615,3.652658,"Taille D, < 100000t Li2O ; Yarmolyuk, 1980; 34,273615 /3,652658. Li, Ta, Nb, Be",Bosc R.,"Zoned granitic pegmatites: Sn,  Nb-Ta, Be-Li, U, mica, kaolin, (Rb, Cs, Sc)",Discordant envelope of disseminated ore,,Neoproterozoic,Lepidolite,Spodumene,,,Archean,,Pegmatite,,Mining method unkown,,Columbite-Tantalite,Tantalum (Ta2O5),Niobium - columbium (Nb2O5),Beryllium (BeO),,,,,
32.0655395272016,0.6309817609202,384,UGA,UGA-00204,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",W2,Gamba Hill,,South-central Uganda,Deposit or prospect of unknown status,32.0769,0.6014,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Wolfram (Tungsten),,,,,,,,
32.0669949971124,0.636847008196863,385,UGA,UGA-00204,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",W2,Gamba Hill,,South-central Uganda,Deposit or prospect of unknown status,32.0769,0.6014,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Wolfram (Tungsten),,,,,,,,
32.1310842257827,0.626594381086967,386,UGA,UGA-00204,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",W2,Mate,,South-central Uganda,Deposit or prospect of unknown status,32.0769,0.6014,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Wolfram (Tungsten),,,,,,,,
32.0024577277945,0.651306922251013,388,UGA,UGA-00204,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",W2,Kibanyi,,South-central Uganda,Deposit or prospect of unknown status,32.0769,0.6014,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Wolfram (Tungsten),,,,,,,,
32.0116479030772,0.635370401630301,389,UGA,UGA-00204,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",W2,Nakaseta,,South-central Uganda,Deposit or prospect of unknown status,32.0769,0.6014,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Wolfram (Tungsten),,,,,,,,
31.5810442941402,0.686238560120195,390,UGA,UGA-00439,"Sheet N.A. 36-13 Fort Portal 1/250 000, 1970",Au35,,,,Deposit or prospect of unknown status,30.501451,0.657724,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,"Quartzite, quartz sandstone",,Mining method unkown,,Gold,,,,,,,,
31.7669394937439,0.677439268610957,391,UGA,UGA-00439,"Sheet N.A. 36-13 Fort Portal 1/250 000, 1970",Au35,Kamalenge,,,Deposit or prospect of unknown status,30.501451,0.657724,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,"Quartzite, quartz sandstone",,Mining method unkown,,Gold,,,,,,,,
32.0508469612545,0.566221140835015,392,UGA,UGA-00439,"Sheet N.A. 36-13 Fort Portal 1/250 000, 1970",Au35,,,,Deposit or prospect of unknown status,30.501451,0.657724,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,"Quartzite, quartz sandstone",,Mining method unkown,,Gold,,,,,,,,
31.4535686248523,1.16269300168026,393,UGA,UGA-00439,"Sheet N.A. 36-13 Fort Portal 1/250 000, 1970",Au35,,,,Deposit or prospect of unknown status,30.501451,0.657724,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,"Quartzite, quartz sandstone",,Mining method unkown,,Gold,,,,,,,,
31.6968837863036,1.36062727227861,394,UGA,UGA-00439,"Sheet N.A. 36-13 Fort Portal 1/250 000, 1970",Au35,,,,Deposit or prospect of unknown status,30.501451,0.657724,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,"Quartzite, quartz sandstone",,Mining method unkown,,Gold,,,,,,,,
31.9113003440175,1.36523029436932,395,UGA,UGA-00439,"Sheet N.A. 36-13 Fort Portal 1/250 000, 1970",Au35,,,,Deposit or prospect of unknown status,30.501451,0.657724,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,"Quartzite, quartz sandstone",,Mining method unkown,,Gold,,,,,,,,
31.009282375529,1.11073023296695,396,UGA,UGA-00439,"Sheet N.A. 36-13 Fort Portal 1/250 000, 1970",Au35,,,,Deposit or prospect of unknown status,30.501451,0.657724,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,"Quartzite, quartz sandstone",,Mining method unkown,,Gold,,,,,,,,
31.2189763662164,1.36481451487846,397,UGA,UGA-00439,"Sheet N.A. 36-13 Fort Portal 1/250 000, 1970",Au35,,,,Deposit or prospect of unknown status,30.501451,0.657724,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,"Quartzite, quartz sandstone",,Mining method unkown,,Gold,,,,,,,,
33.5537814049453,0.131121832279529,398,UGA,UGA-00111,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",1166,,,E-7 0,Deposit or prospect of unknown status,33.530295,0.332166,"E ;Yarmolyuk, 1980; 33,530295 /0,332166 ;H10 /D30. ,  :Au, , , , , , , .",Bosc R.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,,,Unspecified alluvium,,Mining method unkown,,Gold,,,,,,,,
33.7906720326031,0.129144516229974,399,UGA,UGA-00111,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",1166,,,E-7 0,Deposit or prospect of unknown status,33.530295,0.332166,"E ;Yarmolyuk, 1980; 33,530295 /0,332166 ;H10 /D30. ,  :Au, , , , , , , .",Bosc R.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,,,Unspecified alluvium,,Mining method unkown,,Gold,,,,,,,,
33.6830372373101,0.645539056599631,400,UGA,UGA-00111,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",1166,,,E-7 0,Deposit or prospect of unknown status,33.530295,0.332166,"E ;Yarmolyuk, 1980; 33,530295 /0,332166 ;H10 /D30. ,  :Au, , , , , , , .",Bosc R.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,,,Unspecified alluvium,,Mining method unkown,,Gold,,,,,,,,
33.3540967860132,0.560817180763078,401,UGA,UGA-00111,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",1166,,,E-7 0,Deposit or prospect of unknown status,33.530295,0.332166,"E ;Yarmolyuk, 1980; 33,530295 /0,332166 ;H10 /D30. ,  :Au, , , , , , , .",Bosc R.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,,,Unspecified alluvium,,Mining method unkown,,Gold,,,,,,,,
34.3718690625577,1.03429225489917,402,UGA,UGA-00190,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Au15,NE Mbale (Au15),,Eastern Uganda,Deposit or prospect of unknown status,34.287269,1.177497,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Gold,,,,,,,,
34.4366432696251,2.2523348582406,403,UGA,UGA-00198,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Fe2,Kuritkhai,,Karamoja,Deposit or prospect of unknown status,31.078565,0.066023,,Deschamps Y.,Carbonatite hosted,"Atypical, unspecified or ill-defined form",,,,Magnetite,Naphelite,,,,,,Mining method unkown,,Iron  Ore,,,,,,,,
34.4233442169781,1.74452080632981,404,UGA,UGA-00198,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Fe2,Lolekek,,Karamoja,Deposit or prospect of unknown status,31.078565,0.066023,,Deschamps Y.,carbonatite Hosted,"Atypical, unspecified or ill-defined form",,,,Apatite,Pyrochlore,,,,,,Mining method unkown,,Iron  Ore,,,,,,,,
34.6804353942441,1.68932634180513,405,UGA,UGA-00198,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",Fe2,Kadam,,Karamoja,Deposit or prospect of unknown status,31.078565,0.066023,,Deschamps Y.,Carbonatite hosted,"Atypical, unspecified or ill-defined form",,,,Titanite,Magnetite,,,,,,Mining method unkown,,Iron  Ore,,,,,,,,
